GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_022E,S0101_C01_022E,S0101_C01_007E,S0101_C01_008E,,S0101_C01_028E,S0101_C02_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C02_022E,S0101_C02_007E,S0101_C02_008E,,S0101_C02_028E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_022E,S0101_C03_007E,S0101_C03_008E,,S0101_C03_028E
Geography,Geographic Area Name,Total!!Estimate!!Total population,Total!!Estimate!!AGE!!Under 5 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!30 to 34 years,,Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Male!!Estimate!!Total population,Male!!Estimate!!AGE!!Under 5 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!30 to 34 years,,Male!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Female!!Estimate!!Total population,Female!!Estimate!!AGE!!Under 5 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!30 to 34 years,,Female!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over
0500000US01067,"Henry County, Alabama",17187,911,2062,653,1341,7.8,4.7,5,,3541,8301,465,1096,324,8.7,4.8,4.5,,1577,8886,444,977,329,6.9,4.6,5.6,,1973
0500000US01069,"Houston County, Alabama",103891,6441,14025,4260,8415,8.1,6.5,6.5,,16623,49782,3335,7268,2141,8.4,6.5,6.4,,7169,54109,3138,6764,2110,7.8,6.5,6.5,,9523
0500000US01071,"Jackson County, Alabama",52608,2630,6681,2157,4051,7.7,5.4,5.4,,9732,25763,1391,3375,1082,8.1,5.6,5.2,,4302,26845,1262,3275,1074,7.3,5.3,5.6,,5423
0500000US01073,"Jefferson County, Alabama",659096,42841,84364,25046,60637,9.2,7.3,7,,94251,311971,22150,42740,12791,9.5,7.4,7.1,,38372,347125,20828,41655,12497,8.9,7.3,7,,55887
0500000US01075,"Lamar County, Alabama",14066,731,1786,549,1013,7.2,5.2,5.6,,2841,6813,327,913,300,7.9,5,5.4,,1213,7253,399,870,239,6.6,5.3,5.8,,1632
0500000US01077,"Lauderdale County, Alabama",92641,4725,10654,3520,10468,11.3,6,5.7,,16953,44261,2479,5444,1682,11.4,6.4,6,,7259,48380,2274,5225,1887,11.2,5.6,5.5,,9724
0500000US01079,"Lawrence County, Alabama",33433,1839,4313,1170,2708,8.1,5.9,5.9,,5416,16272,895,2148,586,8.4,5.9,6.1,,2425,17161,927,2179,583,7.7,5.9,5.6,,2986
0500000US01081,"Lee County, Alabama",153947,9083,18782,5696,30328,19.7,7.7,6.7,,15857,76027,4486,9655,2889,20.4,7.9,6.8,,7071,77920,4597,9039,2805,19,7.5,6.7,,8805
0500000US01083,"Limestone County, Alabama",90257,5415,11914,3791,7130,7.9,6.3,6.9,,12546,45146,2709,6050,1941,8.1,6.6,7.2,,5553,45111,2707,5864,1895,7.7,6,6.6,,6992
0500000US01085,"Lowndes County, Alabama",10565,676,1352,423,951,9,6.4,5.7,,1828,5045,373,686,207,9.5,6.5,5.6,,782,5520,304,668,215,8.5,6.3,5.7,,1049
0500000US01087,"Macon County, Alabama",19684,945,1890,689,3720,18.9,5.6,4.6,,3287,9072,463,962,354,18.3,6,4.7,,1388,10612,488,934,340,19.4,5.4,4.5,,1910
0500000US01089,"Madison County, Alabama",349973,20648,44097,13999,34297,9.8,7.1,6.7,,47946,171085,10607,22412,7186,10.2,7.3,6.8,,20872,178888,10018,21645,6977,9.5,6.9,6.5,,27012
0500000US01091,"Marengo County, Alabama",20066,1204,2589,843,1746,8.7,5.7,5.1,,3732,9433,575,1302,424,9.4,5.7,4.9,,1613,10633,627,1287,415,8.2,5.7,5.2,,2127
0500000US01093,"Marion County, Alabama",30239,1542,3598,1270,2328,7.7,5.5,5.1,,6078,14958,793,1870,643,8,5.9,5.1,,2677,15281,733,1711,611,7.3,5.2,5.2,,3392
0500000US01095,"Marshall County, Alabama",94534,6239,13140,3970,7846,8.3,6.3,6,,15504,46597,3169,6757,2143,8.7,6.6,6.2,,6803,47937,3116,6376,1822,7.8,6.1,5.9,,8725
0500000US01097,"Mobile County, Alabama",414291,27343,55101,16986,40186,9.7,7.1,6.5,,60072,198297,13682,27960,8725,10,7.1,6.4,,25580,215994,13608,26999,8424,9.4,7.1,6.6,,34559
0500000US01099,"Monroe County, Alabama",21975,1209,2945,989,1934,8.8,5.1,5.2,,3912,10522,684,1547,516,9.3,4.8,4.9,,1662,11453,538,1397,481,8.3,5.3,5.4,,2245
0500000US01101,"Montgomery County, Alabama",227392,15235,29106,8641,24558,10.8,7.6,7.1,,30243,107740,7650,14760,4417,11.4,7.8,7.2,,12498,119652,7418,14358,4188,10.2,7.5,7,,17708
0500000US01103,"Morgan County, Alabama",119555,7054,15781,4902,9804,8.2,6.1,6.2,,18890,58849,3649,8121,2472,8.6,6.2,6.4,,8121,60706,3400,7588,2428,7.8,6,6.1,,10684
0500000US01105,"Perry County, Alabama",9856,552,1271,394,1695,17.2,1.8,3.4,,1863,4671,374,645,154,17.9,2.5,3.2,,831,5185,181,633,239,16.6,1.2,3.5,,1027
0500000US01107,"Pickens County, Alabama",20042,1082,2325,782,1764,8.8,6.1,6.2,,3588,9877,563,1215,395,9.8,6.2,6.4,,1561,10165,529,1118,376,7.8,6.1,5.9,,2023
0500000US01109,"Pike County, Alabama",33277,1864,3694,1098,6988,21,7.9,5.5,,4759,15865,952,1840,539,22.1,7.4,5.7,,2094,17412,905,1846,575,20,8.4,5.4,,2664
0500000US01111,"Randolph County, Alabama",22615,1244,2849,905,2013,8.9,4.7,5.2,,4387,11025,650,1521,452,8.7,4.9,5.6,,1940,11590,603,1321,452,9,4.6,4.7,,2445
0500000US01113,"Russell County, Alabama",58636,4456,7974,2287,5336,9.1,8.3,7.7,,7388,28519,2253,4078,1226,9.5,8.4,8.3,,3023,30117,2229,3885,1084,8.7,8.2,7.2,,4367
0500000US01115,"St. Clair County, Alabama",86576,5195,11341,3463,6580,7.6,6.3,6.5,,13160,43498,2697,5959,1783,8,6.4,6.5,,6003,43078,2455,5385,1637,7.2,6.3,6.6,,7194
0500000US01117,"Shelby County, Alabama",205951,12563,28833,8856,16682,8.1,6.1,6.8,,26774,100098,6106,14714,4605,8.3,6,6.8,,11812,105853,6351,14184,4340,7.9,6.2,6.8,,14925
0500000US01119,"Sumter County, Alabama",13285,678,1461,492,2365,17.8,6.2,4.6,,2152,6135,362,706,344,18.9,5.2,4.7,,840,7150,315,758,157,16.9,7,4.5,,1316
0500000US01121,"Talladega County, Alabama",81057,4458,10375,3242,7052,8.7,6.1,6,,13050,39342,2242,5154,1652,8.7,6.1,6.2,,5744,41715,2211,5214,1585,8.7,6.1,5.8,,7342
0500000US01123,"Tallapoosa County, Alabama",40958,2212,5038,1556,3236,7.9,5.7,5.5,,7987,19395,776,2444,795,9.6,5.1,5.5,,3607,21563,1423,2588,755,6.4,6.2,5.5,,4399
0500000US01125,"Tuscaloosa County, Alabama",202471,12148,23487,7086,36850,18.2,8,6.6,,23689,97672,6153,11916,3516,18.3,8.4,6.8,,10060,104799,5974,11528,3563,18.1,7.7,6.5,,13624
0500000US01127,"Walker County, Alabama",65593,4001,7937,2624,5379,8.2,5.7,5.7,,11872,31944,2044,4089,1374,8.6,5.8,5.8,,5143,33649,1952,3870,1245,7.8,5.6,5.6,,6763
0500000US01129,"Washington County, Alabama",16909,659,2486,829,1420,8.4,5.7,6,,2824,8389,361,1300,487,9.2,5.7,5.7,,1242,8520,307,1176,341,7.6,5.7,6.3,,1585
0500000US01131,"Wilcox County, Alabama",11119,423,1457,723,1079,9.7,6.1,4.8,,1979,5362,204,777,349,13.2,4.9,5,,842,5757,219,679,380,6.4,7.2,4.6,,1128
0500000US01133,"Winston County, Alabama",24013,1273,2882,888,1705,7.1,5.3,5.7,,4803,11814,662,1394,449,7.4,5.5,6.2,,2162,12199,610,1488,439,6.8,5.1,5.2,,2647
0500000US02013,"Aleutians East Borough, Alaska",3299,92,247,69,346,10.5,7,6.6,,221,2145,47,146,30,11.1,7.4,6.7,,120,1154,45,102,38,9.4,6.2,6.6,,99
0500000US02016,"Aleutians West Census Area, Alaska",5714,189,571,131,663,11.6,9.2,9.3,,326,3578,93,293,64,11.6,9.6,10.2,,208,2136,96,282,70,11.6,8.7,7.9,,120
0500000US02020,"Anchorage Municipality, Alaska",299321,22150,40708,11973,32925,11,9,8,,26640,152681,11451,20917,6107,12,9.2,8,,12520,146640,10705,19796,5866,10.1,8.8,7.9,,14371
0500000US02050,"Bethel Census Area, Alaska",17885,1878,3541,984,1967,11,8.2,6.5,,1198,9358,955,1872,524,10.9,7.8,6.5,,590,8527,921,1680,469,11.1,8.5,6.6,,605
0500000US02060,"Bristol Bay Borough, Alaska",942,50,124,46,73,7.7,5.2,5.8,,75,536,30,64,20,9.1,5,5.6,,47,406,20,60,26,5.9,5.4,6.2,,28
0500000US02068,"Denali Borough, Alaska",2125,119,204,57,240,11.3,8.8,8.8,,155,1142,66,131,32,10.9,8.3,6.8,,91,983,53,74,25,11.8,9.3,11,,64
0500000US02070,"Dillingham Census Area, Alaska",4980,478,852,254,573,11.5,7.1,6.7,,403,2564,223,444,131,11.5,6.4,7.2,,210,2416,259,406,121,11.5,8,6.1,,191
0500000US02090,"Fairbanks North Star Borough, Alaska",100150,7812,13120,3505,14422,14.4,9.9,7.9,,7812,53774,4141,6776,1721,16.4,10.4,7.9,,3926,46376,3710,6400,1809,12,9.4,7.9,,3896
0500000US02100,"Haines Borough, Alaska",2528,134,253,78,217,8.6,5.9,6.1,,420,1429,79,176,37,9.2,6.9,6.4,,249,1099,54,76,41,7.8,4.5,5.6,,171
0500000US02105,"Hoonah-Angoon Census Area, Alaska",2107,137,206,51,137,6.5,4.3,4,,352,1084,54,59,31,8.3,3.8,4.7,,212,1023,82,148,19,4.5,4.9,3.3,,138
0500000US02110,"Juneau City and Borough, Alaska",32524,1951,4066,1236,2992,9.2,7.5,7.1,,3382,16648,1016,2048,699,9.4,7.2,7.3,,1598,15876,937,2016,540,9,7.9,6.8,,1778
0500000US02122,"Kenai Peninsula Borough, Alaska",57637,3631,7320,2363,4842,8.4,6,6.3,,8127,30103,1806,3733,1204,9.1,6.1,6.4,,4275,27534,1817,3579,1129,7.5,6,6.2,,3827
0500000US02130,"Ketchikan Gateway Borough, Alaska",13715,850,1701,549,1179,8.6,6.7,6.6,,1728,7038,422,838,282,9.2,6.8,6.6,,887,6677,427,868,260,8,6.6,6.6,,841
0500000US02150,"Kodiak Island Borough, Alaska",13918,1141,2004,585,1183,8.5,9.8,7.9,,1169,7338,543,1057,308,9.1,10.4,8,,572,6580,605,954,276,7.8,9.2,7.8,,592
0500000US02158,"Kusilvak Census Area, Alaska",7993,999,1711,504,1007,12.6,9,5.8,,424,4259,528,907,260,12.1,9.8,5.8,,187,3734,470,803,246,13.1,8.1,5.8,,232
0500000US02164,"Lake and Peninsula Borough, Alaska",1411,113,233,90,140,9.9,6.7,6.8,,86,720,52,99,46,11.4,5.4,6,,36,691,61,134,44,8.4,8.1,7.7,,50
0500000US02170,"Matanuska-Susitna Borough, Alaska",98679,7204,15295,4539,8881,9,6.8,7,,9473,51495,3656,7930,2369,9.5,6.8,7,,4841,47184,3492,7361,2170,8.4,6.8,7,,4624
0500000US02180,"Nome Census Area, Alaska",9879,1047,1867,494,1067,10.8,8.1,6.5,,721,5317,590,984,266,10.5,8.2,6.5,,372,4562,461,880,228,11,8.1,6.6,,347
0500000US02185,"North Slope Borough, Alaska",9681,765,1317,387,891,9.2,8.6,8.6,,455,6114,379,697,238,8.7,8.2,9.1,,251,3567,385,621,146,10.1,9.3,7.8,,207
0500000US02188,"Northwest Arctic Borough, Alaska",7723,834,1483,402,965,12.5,8.4,6.8,,525,4181,452,757,205,12.7,8.5,6.3,,247,3542,383,723,198,12.3,8.2,7.4,,276
0500000US02195,"Petersburg Borough, Alaska",3196,243,403,105,329,10.3,4.8,5.1,,441,1712,116,171,70,13.7,5.1,5,,224,1484,125,232,36,6.4,4.4,5.1,,217
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",6374,427,867,261,497,7.8,6.2,5.8,,720,3444,207,451,134,8.4,6,5.8,,410,2930,217,413,123,7.2,6.5,5.9,,314
0500000US02220,"Sitka City and Borough, Alaska",8921,491,1186,330,616,6.9,8.1,6.9,,1178,4564,237,639,187,6.9,7.4,7,,552,4357,257,549,144,6.8,8.9,6.8,,627
0500000US02230,"Skagway Municipality, Alaska",1014,47,63,24,73,7.2,5.9,10.9,,97,541,19,32,7,7,6.3,12.2,,56,473,28,31,17,7.4,5.5,9.5,,41
0500000US02240,"Southeast Fairbanks Census Area, Alaska",6970,509,1066,293,599,8.6,7,5.3,,795,3876,240,585,155,9,7,6.6,,446,3094,272,483,142,8.2,7,3.7,,353
0500000US02261,"Valdez-Cordova Census Area, Alaska",9522,562,1400,314,981,10.3,7.5,5.1,,990,5065,284,679,142,14.2,6.3,5.8,,481,4457,272,722,169,5.9,8.9,4.2,,513
0500000US02275,"Wrangell City and Borough, Alaska",2401,118,283,94,139,5.8,5.8,5,,473,1218,50,163,41,6.1,5.2,5.4,,228,1183,67,119,52,5.5,6.5,4.5,,244
0500000US02282,"Yakutat City and Borough, Alaska",646,44,79,21,51,7.9,6.7,6.3,,75,346,26,26,9,7.5,4,6.6,,40,300,18,53,12,8.3,9.7,6,,35
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",5600,442,862,258,493,8.8,6.8,6.2,,750,3026,215,454,133,9.1,6.9,6.3,,409,2574,229,407,126,8.5,6.6,6,,345
0500000US04001,"Apache County, Arizona",72346,5281,12082,3834,7524,10.4,6.2,5.6,,9622,35740,2645,5969,1894,10.5,6.8,5.9,,4432,36606,2636,6113,1904,10.2,5.6,5.4,,5198
0500000US04003,"Cochise County, Arizona",128177,7947,15894,4743,11408,8.9,6.7,6.4,,25379,65281,3982,8160,2350,9.8,7.3,6.7,,12142,62896,3962,7736,2390,8,6,6,,13208
0500000US04005,"Coconino County, Arizona",138064,8146,16706,5246,27613,20,7.1,6.2,,15049,68229,4162,8597,2661,19,7.6,6.4,,7096,69835,3981,8101,2584,21.1,6.7,5.9,,7891
0500000US04007,"Gila County, Arizona",53179,3031,6009,1755,3776,7.1,4.7,4.5,,14039,26432,1559,3093,899,7.5,4.9,4.9,,6740,26747,1471,2915,856,6.8,4.6,4.1,,7275
0500000US04009,"Graham County, Arizona",37529,2890,5817,1726,4091,10.9,7.7,7.2,,4616,20148,1511,2942,866,11.2,8.3,8.3,,2136,17381,1390,2885,852,10.5,7,6,,2485
0500000US04011,"Greenlee County, Arizona",9224,673,1485,461,839,9.1,7.3,7.5,,1061,4905,422,775,309,8.8,7,7.5,,510,4319,251,708,151,9.4,7.7,7.6,,553
0500000US04012,"La Paz County, Arizona",20304,954,1990,569,1421,7,3.8,4,,7330,10366,508,1047,290,7.3,3.5,4.4,,3804,9938,447,944,278,6.7,4,3.7,,3518
0500000US04013,"Maricopa County, Arizona",4088549,278021,576485,171719,392501,9.6,7.2,7,,564220,2021817,141527,293163,86938,10,7.5,7.1,,254749,2066732,134338,283142,84736,9.2,7,6.8,,312077
0500000US04015,"Mohave County, Arizona",203629,9367,21788,6923,13643,6.7,5.1,4.7,,54776,102473,4714,10965,3484,7.1,5.3,5,,27155,101156,4653,10723,3338,6.3,4.9,4.4,,27514
0500000US04017,"Navajo County, Arizona",108209,8007,16989,5194,9955,9.2,6.1,5.7,,16989,54271,4125,8629,2714,9.6,6.6,5.9,,7978,53938,3937,8306,2535,8.8,5.7,5.4,,9062
0500000US04019,"Pima County, Arizona",1003338,59197,122407,37124,121404,12.1,6.2,6.2,,178594,493568,30108,62190,19249,12.5,6.5,6.4,,80452,509770,29057,60153,18352,11.6,5.8,6,,97876
0500000US04021,"Pinal County, Arizona",397604,25049,56062,15507,31411,7.9,6.3,7,,72364,207471,12656,28424,7884,8.7,6.8,7.3,,35270,190133,12549,27379,7415,7,5.8,6.6,,37266
0500000US04023,"Santa Cruz County, Arizona",46547,3351,7494,2374,4515,9.7,5.1,5.1,,7401,22284,1716,3766,1226,10.2,5.6,5,,3387,24263,1626,3737,1165,9.3,4.7,5.3,,4003
0500000US04025,"Yavapai County, Arizona",218586,9399,21640,6995,14864,6.8,4.5,4.5,,61860,106905,4811,11011,3742,7.5,4.7,4.7,,29506,111681,4579,10498,3350,6.1,4.3,4.3,,32276
0500000US04027,"Yuma County, Arizona",203292,15044,29274,8945,23785,11.7,7.1,6.2,,35373,104216,7816,14903,4481,13.3,7.7,6.6,,16883,99076,7233,14465,4359,10,6.5,5.9,,18428
0500000US05001,"Arkansas County, Arkansas",18569,1244,2303,743,1541,8.3,5.4,5.9,,3305,8798,510,1144,343,8.9,5.2,5.8,,1452,9771,743,1143,401,7.6,5.6,6,,1847
0500000US05003,"Ashley County, Arkansas",20989,1301,2792,840,1721,8.2,5,5.7,,3799,10185,601,1436,509,9.1,4.7,6,,1721,10804,702,1340,335,7.4,5.2,5.5,,2085
0500000US05005,"Baxter County, Arkansas",40992,1845,4140,1271,2296,5.6,4.9,4.5,,12339,19848,1012,2124,655,6,5.2,4.3,,5815,21144,825,2030,613,5.3,4.6,4.7,,6512
0500000US05007,"Benton County, Arkansas",245231,17902,38011,10545,19864,8.1,6.9,7.7,,31390,121493,9233,19560,5346,8.3,6.9,7.8,,14093,123738,8662,18561,5197,7.9,6.9,7.7,,17200
0500000US05009,"Boone County, Arkansas",37301,2275,4588,1417,2872,7.7,5.7,5.5,,7348,18285,1189,2304,750,8.4,6,5.6,,3310,19016,1103,2263,666,7.1,5.5,5.3,,4050
0500000US05011,"Bradley County, Arkansas",11096,710,1487,411,910,8.2,5.5,6,,2031,5485,395,779,230,7.5,6.3,6.9,,878,5611,314,701,180,8.8,4.7,5.2,,1150
0500000US05013,"Calhoun County, Arkansas",5210,297,552,172,485,9.3,5.3,4.8,,964,2679,163,281,113,10.5,5.3,5.5,,455,2531,134,271,58,8.1,5.3,4,,511
0500000US05015,"Carroll County, Arkansas",27690,1523,3544,1080,2077,7.5,4.8,5.4,,5787,13639,750,1773,518,8.5,4.6,5.2,,2728,14051,773,1770,562,6.5,5,5.7,,3063
0500000US05017,"Chicot County, Arkansas",11189,716,1443,414,895,8,5.6,4.3,,2148,5452,360,682,213,10.1,6.1,5.8,,861,5737,350,757,195,6,5.1,2.8,,1291
0500000US05019,"Clark County, Arkansas",22684,1180,2450,771,5127,22.6,5.1,3.9,,3561,10769,678,1206,355,22.1,5.8,4.2,,1540,11915,512,1251,429,23,4.4,3.5,,2014
0500000US05021,"Clay County, Arkansas",15202,730,1855,623,1186,7.8,5.1,5.3,,3192,7490,352,989,337,8.4,5.4,5.1,,1416,7712,378,871,285,7.1,4.8,5.5,,1774
0500000US05023,"Cleburne County, Arkansas",25587,1279,2891,870,1714,6.7,4.8,5.1,,6499,12731,675,1477,433,7.5,4.9,5.1,,3081,12856,604,1427,424,6,4.7,5.1,,3407
0500000US05025,"Cleveland County, Arkansas",8421,421,1112,404,724,8.6,4.4,5.1,,1566,4216,249,599,245,8.6,4.2,5.3,,717,4205,172,513,156,8.5,4.5,5,,849
0500000US05027,"Columbia County, Arkansas",24168,1474,2803,918,3939,16.3,5.9,5.5,,4012,11514,737,1462,449,17,5.4,5.3,,1681,12654,721,1354,456,15.7,6.4,5.7,,2316
0500000US05029,"Conway County, Arkansas",21060,1264,2759,842,1685,8,5.9,5.9,,3854,10306,598,1412,423,8.3,5.9,5.7,,1752,10754,678,1355,409,7.7,5.9,6,,2119
0500000US05031,"Craighead County, Arkansas",102884,7202,14198,4115,11832,11.5,8.1,6.9,,13169,50128,3709,7319,2105,11.9,8.1,7,,5564,52756,3482,6911,2005,11.2,8.1,6.9,,7650
0500000US05033,"Crawford County, Arkansas",61927,3778,8979,2787,4954,8,6.1,5.9,,9475,30446,1918,4506,1492,8.4,6,5.8,,4232,31481,1889,4470,1322,7.6,6.3,6,,5257
0500000US05035,"Crittenden County, Arkansas",49511,3812,7724,2327,4555,9.2,6.8,6.3,,6040,23382,1941,3835,1216,9.6,6.5,6.1,,2549,26129,1907,3893,1124,8.9,7,6.5,,3501
0500000US05037,"Cross County, Arkansas",17329,1092,2391,780,1456,8.4,4.9,5.6,,2963,8379,612,1223,377,8.4,5.2,5.4,,1274,8950,474,1164,412,8.4,4.5,5.8,,1692
0500000US05039,"Dallas County, Arkansas",7738,340,1068,402,526,6.8,5.6,4.7,,1563,3748,139,615,187,6.1,7.2,4.9,,648,3990,200,459,211,7.6,4.2,4.5,,914
0500000US05041,"Desha County, Arkansas",12234,844,1737,563,1089,8.9,5.1,4.9,,2080,5608,376,852,219,10.1,4.5,3.8,,880,6626,464,881,351,7.8,5.6,5.8,,1199
0500000US05043,"Drew County, Arkansas",18688,1140,2299,729,2934,15.7,5,5.6,,2971,9034,623,1220,361,16.9,4.4,5.8,,1301,9654,521,1091,377,14.5,5.7,5.5,,1680
0500000US05045,"Faulkner County, Arkansas",120417,7827,16015,4696,18905,15.7,7.6,6.8,,13607,59053,4016,8208,2480,15.1,7.8,7.2,,5964,61364,3743,7855,2209,16.1,7.4,6.5,,7609
0500000US05047,"Franklin County, Arkansas",17799,1015,2456,748,1531,8.6,5.1,5.7,,3275,8795,501,1205,405,10,5,5.4,,1460,9004,522,1261,342,7.2,5.1,6,,1819
0500000US05049,"Fulton County, Arkansas",12186,585,1426,439,816,6.7,4.2,4.7,,3047,6031,314,712,235,7.1,4.3,4.5,,1460,6155,277,720,203,6.3,4.1,4.9,,1582
0500000US05051,"Garland County, Arkansas",97119,5439,11169,3593,7284,7.5,5.8,5.6,,21075,46875,2859,5766,1734,7.7,6,5.8,,9375,50244,2512,5477,1809,7.4,5.6,5.4,,11707
0500000US05053,"Grant County, Arkansas",18046,1047,2400,776,1444,8,6.3,6,,2905,8867,523,1179,399,8.2,6.4,6,,1330,9179,523,1212,376,7.9,6.1,5.9,,1579
0500000US05055,"Greene County, Arkansas",43745,2800,6037,1881,4025,9.2,6.5,6.2,,6518,21558,1401,3018,927,10,6.7,6.2,,2889,22187,1376,3017,976,8.4,6.2,6.3,,3661
0500000US05057,"Hempstead County, Arkansas",22208,1399,3531,911,1577,7.1,6.1,6,,3664,10653,586,1896,501,7.2,6.5,5.9,,1598,11555,820,1641,416,6.9,5.9,6.1,,2057
0500000US05059,"Hot Spring County, Arkansas",33440,1739,4080,1338,2809,8.4,6.5,6.7,,5785,17232,913,2068,655,9.2,6.9,7.6,,2654,16208,810,2026,681,7.7,6,5.8,,3144
0500000US05061,"Howard County, Arkansas",13487,958,1956,593,931,6.9,5.7,6.6,,2225,6493,442,987,305,6.7,5.3,7.4,,987,6994,511,965,287,7.1,6,5.9,,1238
0500000US05063,"Independence County, Arkansas",37030,2333,5073,1518,3148,8.5,5.9,6.3,,6184,17995,1188,2573,756,8.6,6.2,6.8,,2627,19035,1142,2475,742,8.4,5.6,5.9,,3560
0500000US05065,"Izard County, Arkansas",13461,592,1373,525,942,7,4.7,5,,3338,6980,293,733,279,8.1,5.1,5.4,,1571,6481,298,648,246,5.8,4.3,4.6,,1763
0500000US05067,"Jackson County, Arkansas",17495,980,2012,542,1382,7.9,7.3,7.1,,2939,8579,523,1004,249,8.6,7.8,6.6,,1278,8916,464,1016,294,7.3,6.7,7.6,,1667
0500000US05069,"Jefferson County, Arkansas",72385,4415,9338,3040,7528,10.4,6.5,6.2,,11003,35626,2244,4881,1568,10.8,6.8,6.4,,4738,36759,2169,4448,1434,10.1,6.2,5.9,,6249
0500000US05071,"Johnson County, Arkansas",26025,1744,3591,1015,2629,10.1,6.2,5.5,,4060,12928,905,1784,491,10.3,6.6,5.5,,1862,13097,851,1794,511,10,5.7,5.5,,2200
0500000US05073,"Lafayette County, Arkansas",7127,342,820,299,592,8.3,5.1,5.1,,1532,3498,185,416,217,8.5,5.4,5.9,,679,3629,160,406,80,8.1,4.9,4.4,,849
0500000US05075,"Lawrence County, Arkansas",16915,930,2148,677,1708,10.1,5.2,5.4,,3248,8310,499,1147,349,10.1,5.1,5.8,,1421,8605,430,1007,327,10.2,5.2,5.1,,1824
0500000US05077,"Lee County, Arkansas",9781,518,1066,342,910,9.3,7.2,6.9,,1653,5575,290,546,217,10.6,7.6,8.7,,730,4206,227,526,122,7.7,6.5,4.6,,921
0500000US05079,"Lincoln County, Arkansas",13935,599,1449,446,1366,9.8,9.1,8.1,,1881,8622,319,733,250,12.1,10.1,9.9,,845,5313,282,717,197,6,7.4,5.2,,1025
0500000US05081,"Little River County, Arkansas",12616,669,1615,580,833,6.6,5.6,5.6,,2422,6266,420,884,332,7.3,4.7,6,,1109,6350,248,730,241,6,6.5,5.2,,1314
0500000US05083,"Logan County, Arkansas",21935,1228,2764,921,1755,8,4.9,5,,4190,10961,636,1436,526,8.3,4.8,4.7,,1962,10974,593,1339,384,7.6,5,5.4,,2228
0500000US05085,"Lonoke County, Arkansas",71279,4847,10692,3279,5916,8.3,6.9,7.3,,8981,35076,2455,5507,1613,9,6.8,7.4,,3929,36203,2426,5177,1702,7.7,7,7.2,,5068
0500000US05087,"Madison County, Arkansas",15761,961,2080,678,1229,7.8,5.2,5.6,,2774,7918,515,1109,309,8.3,5.1,5.5,,1275,7843,447,965,369,7.4,5.3,5.7,,1498
0500000US05089,"Marion County, Arkansas",16404,738,1657,509,1001,6.1,4.6,4.4,,4347,8105,373,819,259,6.5,4.5,4.5,,2115,8299,373,838,249,5.7,4.7,4.2,,2232
0500000US05091,"Miller County, Arkansas",43666,2969,5851,1747,3624,8.3,6.9,6.9,,6550,21577,1510,3107,906,9.1,7,7.1,,2827,22089,1436,2761,817,7.6,6.7,6.6,,3733
0500000US05093,"Mississippi County, Arkansas",44199,3227,6630,2077,4155,9.4,6.6,6.2,,5923,21480,1632,3458,1031,9.8,6.7,6.4,,2535,22719,1590,3203,1022,9,6.5,6,,3385
0500000US05095,"Monroe County, Arkansas",7542,475,837,287,701,9.3,4.2,4,,1584,3509,207,428,81,9.9,4.5,4.9,,681,4033,270,407,210,8.7,3.9,3.2,,907
0500000US05097,"Montgomery County, Arkansas",9100,428,965,391,564,6.2,3.7,4.4,,2257,4529,249,480,186,6.8,3.9,4.5,,1055,4571,183,485,206,5.7,3.5,4.4,,1198
0500000US05099,"Nevada County, Arkansas",8668,520,1110,338,676,7.8,4.2,6.7,,1690,4489,422,597,229,8.7,3.7,5.9,,768,4179,100,506,113,7,4.7,7.5,,924
0500000US05101,"Newton County, Arkansas",7988,343,935,312,503,6.3,4.7,4.8,,1885,4013,173,502,152,6.4,5,5.3,,879,3975,171,433,155,6.3,4.4,4.2,,1002
0500000US05103,"Ouachita County, Arkansas",24728,1607,3116,915,1904,7.7,5.9,4.9,,4500,11647,769,1584,478,8.2,6.1,4.1,,1910,13081,824,1530,445,7.3,5.8,5.6,,2590
